id,snapshot_id,sheet_name,row_index,payload_json
wr_masterfile_coa_pl_81,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,81,"[""426001"", ""PENDAPATAN BFLP"", ""BFLP - BBOP Klien"", "" 6,397,014,067 "", "" 7,393,204,210.00 "", "" 596,449,550.00 "", "" 3,074,303,039 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 3,074,303,038.86 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_82,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,82,"[""426002"", ""PENDAPATAN BBOP"", ""BFLP - BBOP Klien"", "" 6,551,489,545 "", "" 12,917,779,904.68 "", "" 9,658,273,000.00 "", "" 861,650,000 "", "" 720,415,000 "", "" 939,370,000 "", "" 311,680,000 "", "" 578,030,000 "", "" 1,531,650,000 "", "" 1,172,100,000 "", "" 1,474,450,000 "", "" 1,615,350,000 "", "" 1,306,850,000 "", "" 950,040,000 "", "" 1,476,560,000 "", "" 12,938,145,000.00 "", "" 894,420,000 "", "" 680,000,000 "", "" 782,800,000 "", null, null, null, null, null, null, null, null, null, "" 2,357,220,000 "", null]"
wr_masterfile_coa_pl_83,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,83,"[""426003"", ""PENDAPATAN JASA LAYANAN (MCU, ENGLISH TEST)"", ""Jasa Layananan dan Ops Rekrutmen"", "" 166,499,928 "", "" 104,878,513.00 "", "" 64,124,920.00 "", "" 2,000,000 "", "" 2,860,000 "", "" 8,000,000 "", "" -   "", "" 15,500,000 "", "" -   "", "" 4,750,000 "", "" 23,518,000 "", "" -   "", "" - "", "" - "", "" - "", "" 56,628,000.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_84,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,84,"[null, ""TOTAL PENDAPATAN MPO - RAB"", null, "" 30,699,981,028 "", "" 42,196,603,868.10 "", "" 26,621,601,418.29 "", "" 4,823,661,147 "", "" 1,532,772,580 "", "" 1,610,392,780 "", "" 640,239,567 "", "" 2,388,726,715 "", "" 3,623,285,629 "", "" 2,831,895,051 "", "" 2,509,869,713 "", "" 3,193,219,791 "", "" 2,560,546,035 "", "" 2,377,631,349 "", "" 2,437,611,564 "", "" 30,529,851,920.90 "", "" 1,759,746,757 "", "" 1,719,143,130 "", "" 1,381,356,097 "", null, null, null, null, null, null, null, null, null, "" 4,860,245,984 "", null]"
wr_masterfile_coa_pl_85,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,85,"[null, null, null, "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_86,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,86,"[null, ""PENDAPATAN MPO ( MAN POWER OUTSOURCING )"", null, "" 3,617,102,348,108 "", "" 3,648,249,722,994.03 "", "" 4,114,576,787,626.08 "", "" 339,220,929,928 "", "" 337,610,181,742 "", "" 517,776,141,840 "", "" 312,255,186,535 "", "" 314,704,596,148 "", "" 325,668,407,776 "", "" 312,998,782,893 "", "" 304,221,833,556 "", "" 339,520,054,931 "", "" 321,778,945,131 "", "" 350,608,972,532 "", "" 361,320,166,861 "", "" 4,137,684,199,874.37 "", "" 336,936,189,413 "", "" 344,124,219,487 "", "" 451,873,951,240 "", null, null, null, null, null, null, null, null, null, "" 1,132,934,360,140 "", null]"
wr_masterfile_coa_pl_87,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,87,"[null, null, null, "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_88,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,88,"[null, ""PENDAPATAN BUSINESS PROCESS OUTSOURCING"", null, "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_89,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,89,"[""418001"", ""PEND. DATA ENTRY"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 1,395,545,764 "", "" 721,579,873.09 "", "" 438,986,619.30 "", "" 16,848,649 "", "" 5,122,360 "", "" -   "", "" -   "", "" 12,931,084 "", "" 54,841,084 "", "" 14,936,115 "", "" 12,456,100 "", "" 9,698,313 "", "" 43,558,728 "", "" 33,152,771 "", "" 31,620,558 "", "" 235,165,762.00 "", "" 28,167,787 "", "" 2,757,787 "", "" 2,757,787 "", null, null, null, null, null, null, null, null, null, "" 33,683,361 "", null]"
wr_masterfile_coa_pl_90,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,90,"[""418002"", ""PEND. DATA SCANNING & UPLOADING"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 432,670,408 "", "" 642,447,674.82 "", "" 170,628,422.00 "", "" 3,806,036 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 3,806,036.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_91,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,91,"[""418003"", ""PEND. PHONE VERIFIKATOR"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 13,272,204 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_92,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,92,"[""418004"", ""PEND. CARD PROVIDER"", ""Other Managed Services (QA, E-Arsip, EO)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_93,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,93,"[""418005"", ""PEND. COLLECTION"", ""Other Managed Services (QA, E-Arsip, EO)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" 5,119,633,436 "", "" 349,690,996 "", "" 215,724,409 "", "" 153,936,660 "", "" 144,946,549 "", "" 152,314,136 "", "" 66,555,817 "", "" 57,099,305 "", "" 6,259,901,305.91 "", "" 102,160,900 "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" 102,160,900 "", null]"
wr_masterfile_coa_pl_94,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,94,"[""418006"", ""PEND. FIELD SURVEYOR"", ""Other Managed Services (QA, E-Arsip, EO)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_95,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,95,"[""418007"", ""PEND. SKIP TRACER"", ""Other Managed Services (QA, E-Arsip, EO)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_96,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,96,"[""418008"", ""PEND. CALL CENTER"", ""Other Managed Services (QA, E-Arsip, EO)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_97,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,97,"[""418009"", ""FEE BISNIS PROSES OUTSOURCING"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 256,166,228 "", "" 2,748,852,228.83 "", "" 587,557,798.03 "", "" 353,640 "", "" -   "", "" 4,218,640 "", "" 2,543,640 "", "" 2,323,640 "", "" 2,323,640 "", "" 183,600 "", "" 323,640 "", "" -   "", "" - "", "" - "", "" 323,640 "", "" 12,594,080.00 "", "" -   "", "" -   "", "" 323,640 "", null, null, null, null, null, null, null, null, null, "" 323,640 "", null]"
wr_masterfile_coa_pl_98,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,98,"[""418010"", ""PENDAPATAN BISNIS PROSES LAIN-LAIN"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 2,701,483,230 "", "" 610,183,498.14 "", "" 6,113,857,107.75 "", "" 2,831,611,083 "", "" 3,173,521,314 "", "" 4,439,979,641 "", "" 3,176,256,940 "", "" 3,289,017,061 "", "" 1,659,601,413 "", "" 2,080,088,246 "", "" 2,048,031,365 "", "" 2,084,569,694 "", "" 1,183,006,771 "", "" 1,567,668,237 "", "" 1,668,097,020 "", "" 29,201,448,783.17 "", "" 1,690,885,502 "", "" 1,400,713,405 "", "" 1,220,623,931 "", null, null, null, null, null, null, null, null, null, "" 4,312,222,838 "", null]"
wr_masterfile_coa_pl_99,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,99,"[""418011"", ""PEND. COLLECTION CC Klien"", ""Managed Services Collection"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_100,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,100,"[""418012"", ""PEND. COLLECTION BNI"", ""Managed Services Collection"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_101,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,101,"[""418013"", ""PEND. COLLECTION MIKRO Klien"", ""Managed Services Collection"", "" 14,251,855,225 "", ""-140,000,000.00 "", "" 79,925,689.00 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_102,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,102,"[""418014"", ""PEND. COLLECTION"", ""Managed Services Collection"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_103,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,103,"[""418015"", ""PEND. ARSIP"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 2,923,780,650 "", "" 14,174,961.40 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_104,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,104,"[""418016"", ""PEND. SFT KPR"", ""Managed Services Sales - KPR"", "" 2,189,635,486 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_105,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,105,"[""427001"", ""PENDAPATAN MANAGED SERVICE COLLECTION"", ""Managed Services Collection"", "" 14,898,851,056 "", "" 35,839,474,083.51 "", "" 54,881,100,337.65 "", "" 2,916,314,744 "", "" 1,201,217,323 "", "" -   "", "" 125,734,928 "", "" 13,800,826 "", "" 76,356,039 "", "" 18,185,852 "", "" 192,038,397 "", "" 157,564,111 "", "" - "", "" - "", "" - "", "" 4,701,212,219.88 "", "" -   "", "" -   "", "" 92,608,711 "", null, null, null, null, null, null, null, null, null, "" 92,608,711 "", null]"
wr_masterfile_coa_pl_106,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,106,"[""427002"", ""PENDAPATAN MANAGED SERVICES KPR"", ""Managed Services Sales - KPR"", "" 6,353,316,457 "", "" 34,166,022,475.85 "", "" 31,656,236,570.04 "", "" 2,296,217,445 "", "" 3,221,180,324 "", "" 2,384,959,408 "", "" 2,157,913,292 "", "" 1,873,286,633 "", "" 1,926,142,843 "", "" 1,865,289,946 "", "" 2,371,004,254 "", "" 2,037,544,081 "", "" 1,776,695,546 "", "" 1,843,948,927 "", "" 1,638,967,358 "", "" 25,393,150,057.00 "", "" 2,024,729,237 "", "" 1,236,320,716 "", "" 1,760,942,817 "", null, null, null, null, null, null, null, null, null, "" 5,021,992,770 "", null]"
wr_masterfile_coa_pl_107,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,107,"[""427003"", ""PENDAPATAN MANAGED SERVICES BRIGUNA"", ""Managed Services Sales - BRIGUNA"", "" 6,344,088,177 "", "" 29,527,816,095.23 "", "" 43,589,204,803.52 "", "" 2,568,371,325 "", "" 1,399,185,781 "", "" 1,357,511,067 "", "" 909,649,820 "", "" 1,139,668,102 "", "" 1,413,587,226 "", "" 1,190,265,382 "", "" 1,434,792,254 "", "" 1,380,918,950 "", "" 1,655,810,906 "", "" 2,509,025,324 "", "" 2,574,162,377 "", "" 19,532,948,514.02 "", "" 2,783,566,676 "", "" 1,927,739,694 "", "" 1,726,107,176 "", null, null, null, null, null, null, null, null, null, "" 6,437,413,546 "", null]"
wr_masterfile_coa_pl_108,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,108,"[""427004"", ""PENDAPATAN MANAGED SERVICES FUNDING & PAYMENT(CCBRITAMA DLL)"", ""Managed Services Sales - Funding"", "" 767,430,000 "", "" 21,195,424,776.15 "", "" 10,792,785,628.93 "", "" 15,264,000 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 15,264,000.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_109,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,109,"[""427005"", ""PENDAPATAN MANAGED SERVICES SALES"", ""Managed Services Sales - Lainnya"", "" 13,608,962 "", "" 114,782,766.69 "", "" 13,400,694.00 "", "" 7,225,000 "", "" -   "", "" 4,500,000 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 11,725,000.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_110,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,110,"[""427006"", ""PENDAPATAN MANAGED SERVICES QA (PREMISES DLL)"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 5,625,662,458 "", "" 3,686,013,860.71 "", "" 2,475,415,943.53 "", "" 216,973,874 "", "" 216,973,874 "", "" 216,973,874 "", "" 216,973,874 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 867,895,496.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_111,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,111,"[""427007"", ""PENDAPATAN MANAGED SERVICES E-ARSIP"", ""Managed Services Collection"", "" 1,043,475,400 "", "" 2,613,476,425.00 "", "" 2,238,229,649.00 "", "" -   "", "" 55,940,860 "", "" -   "", "" 55,940,860 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 111,881,720.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_112,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,112,"[""427008"", ""PENDAPATAN MANAGED SERVICES LAINNYA"", ""Managed Services Collection"", "" 74,060,973 "", "" 7,150,473,230.30 "", "" 8,916,112,652.40 "", "" 479,474,891 "", "" 5,650,852,932 "", "" 1,051,546,030 "", "" 615,948,161 "", "" -   "", "" 11,339,174 "", "" 5,110,556 "", "" 17,855,192 "", "" 5,004,614 "", "" 19,316,172 "", "" 10,614,568 "", "" 4,365,134 "", "" 7,871,427,423.86 "", "" 4,282,517 "", "" 15,014,736 "", "" -   "", null, null, null, null, null, null, null, null, null, "" 19,297,253 "", null]"
wr_masterfile_coa_pl_113,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,113,"[""428001"", ""PEND. DIRECT SALES, SALES FORCE TEAM, SALES EXEC"", ""Managed Services Collection"", "" -   "", "" -   "", "" 2,503,816,775.24 "", "" 1,724,381,351 "", "" 561,163,878 "", "" 326,311,365 "", "" 338,346,009 "", "" 1,368,795,107 "", "" 1,410,487,547 "", "" 1,440,474,052 "", "" 1,543,508,570 "", "" 1,365,570,212 "", "" 1,512,262,019 "", "" 1,613,901,234 "", "" 1,638,490,162 "", "" 14,843,691,505.96 "", "" 1,148,013,310 "", "" 886,098,022 "", "" 1,068,157,670 "", null, null, null, null, null, null, null, null, null, "" 3,102,269,002 "", null]"
wr_masterfile_coa_pl_114,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,114,"[""428002"", ""PEND.TELESALES, TELEUSAGE"", ""Managed Services Collection"", "" 436,525,717 "", "" 53,967,754.00 "", "" -   "", "" -   "", "" -   "", "" 1,750,000 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 1,750,000.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_115,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,115,"[""428003"", ""PEND. SPG/SPB/Usher"", ""Managed Services Collection"", "" 15,851,063 "", "" 24,150,000.00 "", "" 74,250,000.00 "", "" -   "", "" 30,500,000 "", "" 15,500,000 "", "" -   "", "" -   "", "" 29,500,000 "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 75,500,000.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_116,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,116,"[""428004"", ""FEE JASA AGENCY"", ""Managed Services Collection"", "" 884,838,631 "", "" 329,427,339.94 "", "" 65,571,835.00 "", "" -   "", "" 4,575,000 "", "" 2,325,000 "", "" -   "", "" -   "", "" 4,425,000 "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" 11,325,000.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_117,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,117,"[""428005"", ""PENDAPATAN BISNIS AGENCY"", ""Managed Services Collection"", "" 4,625,874,217 "", "" 2,909,461,192.75 "", "" 832,766,677.00 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" 79,761,931 "", "" - "", "" 79,761,930.56 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_118,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,118,"[""428006"", ""PEND. SFT BRIGUNA PURNA"", ""Managed Services Sales - BRIGUNA"", "" 2,070,159,510 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_119,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,119,"[""428007"", ""PEND. SR Klien FINANCE"", ""Managed Services Sales - Lainnya"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_120,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,120,"[""428008"", ""PEND. DS BNI"", ""Managed Services Sales - Lainnya"", "" 530,210,993 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_121,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,121,"[""428009"", ""PEND. DS Klien"", ""Managed Services Sales - Lainnya"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_122,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,122,"[""429001"", ""PEND. EVENT ORGANIZER"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 3,621,575,398 "", "" 3,736,583,168.96 "", "" 3,050,873,198.65 "", "" 17,250,000 "", "" 71,395,045 "", "" 55,275,000 "", "" 12,600,000 "", "" 90,233,121 "", ""-42,722,000 "", "" -   "", "" 229,549,555 "", "" 89,428,050 "", "" 74,230,000 "", "" - "", "" 12,400,000 "", "" 609,638,771.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_123,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,123,"[""429002"", ""PEND. WEDDING ORGANIZER"", ""Other Managed Services (QA, E-Arsip, EO)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_124,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,124,"[""429003"", ""FEE EVENT ORGANIZER"", ""Other Managed Services (QA, E-Arsip, EO)"", "" 193,317,852 "", "" 77,253,031.15 "", "" 40,090,977.00 "", "" 2,680,000 "", "" 5,525,000 "", "" 11,756,250 "", "" 2,520,000 "", "" 7,672,500 "", ""-8,703,750 "", "" -   "", "" -   "", "" 1,375,500 "", "" 1,063,000 "", "" - "", "" 131,321 "", "" 24,019,821.00 "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_125,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,125,"[""438000"", ""PENDAPATAN JASA EKSPEDISI"", ""Other Managed Services (QA, E-Arsip, EO)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_126,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,126,"[null, ""TOTAL PENDAPATAN BPO - Managed Services"", null, "" 71,663,256,060 "", "" 146,021,564,436.52 "", "" 168,520,811,378.04 "", "" 13,096,772,038 "", "" 15,597,153,691 "", "" 9,872,606,276 "", "" 7,614,427,524 "", "" 12,917,361,510 "", "" 6,886,869,213 "", "" 6,830,258,156 "", "" 8,003,495,986 "", "" 7,276,620,073 "", "" 6,418,257,277 "", "" 7,724,628,808 "", "" 7,625,656,876 "", "" 109,864,107,426.36 "", "" 7,781,805,930 "", "" 5,468,644,360 "", "" 5,871,521,732 "", null, null, null, null, null, null, null, null, null, "" 19,121,972,022 "", null]"
wr_masterfile_coa_pl_127,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,127,"[null, null, null, "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_128,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,128,"[""441000"", ""PENDAPATAN SEWA KENDARAAN"", ""Borongan Kendaraan"", "" 1,334,264,825 "", "" 726,449,540.00 "", "" 394,809,709.43 "", "" 15,174,312 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 6,000,000 "", "" 33,300,000 "", "" 108,474,312.00 "", "" 6,000,000 "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" 6,000,000 "", null]"
wr_masterfile_coa_pl_129,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,129,"[""442000"", ""PENDAPATAN GAJI DRIVER"", ""Borongan Kendaraan"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
wr_masterfile_coa_pl_130,snapshot_istantoro_2022_mar_2026,MASTERFILE COA PL,130,"[""443000"", ""PENDAPATAN FEE DRIVER SEWA"", ""Borongan Kendaraan"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null, "" -   "", null]"
