id,snapshot_id,period,period_type,year,month,account_code,account_name,account_group,actual,target
nr_2025_01_nr047_biaya_masih_harus_dibayar,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR047_BIAYA_MASIH_HARUS_DIBAYAR,BIAYA YANG MASIH HARUS DIBAYAR,kewajiban,66790852584.0,68284515330.0
nr_2025_01_nr048_pinjaman_modal_kerja,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR048_PINJAMAN_MODAL_KERJA,PINJAMAN MODAL KERJA,kewajiban,0.0,0.0
nr_2025_01_nr049_pinjaman_pemegang_saham,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR049_PINJAMAN_PEMEGANG_SAHAM,PINJAMAN KE PEMEGANG SAHAM,kewajiban,0.0,0.0
nr_2025_01_nr050_kewajiban_lancar_lainnya,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR050_KEWAJIBAN_LANCAR_LAINNYA,KEWAJIBAN LANCAR LAINNYA,kewajiban,43663203791.0,67669795841.0
nr_2025_01_nr051_total_kewajiban_lancar,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR051_TOTAL_KEWAJIBAN_LANCAR,TOTAL KEWAJIBAN LANCAR,kewajiban,124937715893.0,199388478747.0
nr_2025_01_nr053_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR053_KEWAJIBAN_JANGKA_PANJANG,KEWAJIBAN JANGKA PANJANG,kewajiban,187680279798.0,181046185036.0
nr_2025_01_nr054_pinjaman_ki_bri,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR054_PINJAMAN_KI_BANK,PINJAMAN KI DARI BANK,kewajiban,0.0,0.0
nr_2025_01_nr055_kewajiban_imbalan_pasca_kerja,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR055_KEWAJIBAN_IMBALAN_PASCA_KERJA,KEWAJIBAN IMBALAN PASCA KERJA,kewajiban,179499679791.0,184050963866.0
nr_2025_01_nr056_total_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR056_TOTAL_KEWAJIBAN_JANGKA_PANJANG,TOTAL KEWAJIBAN JANGKA PANJANG,kewajiban,177910589298.0,181234655623.0
nr_2025_01_nr057_ekuitas,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR057_EKUITAS,EKUITAS,ekuitas,769126540597.0,828362244655.0
nr_2025_01_nr058_cadangan_risiko_umum,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR058_CADANGAN_RISIKO_UMUM,CADANGAN RISIKO UMUM,ekuitas,25533921411.0,30125099766.0
nr_2025_01_nr059_modal_saham,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR059_MODAL_SAHAM,MODAL SAHAM,ekuitas,9383456950.0,9469128411.0
nr_2025_01_nr060_laba_ditahan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR060_LABA_DITAHAN,LABA DITAHAN,ekuitas,417604993583.0,442006395352.0
nr_2025_01_nr061_laba_setelah_pajak,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR061_LABA_SETELAH_PAJAK,LABA SETELAH PAJAK,ekuitas,0.0,0.0
nr_2025_01_nr062_total_ekuitas_sebelum_rl,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR062_TOTAL_EKUITAS_SEBELUM_RL,TOTAL EKUITAS SBLM R/L BERJALAN,ekuitas,439506309498.0,488828302952.0
nr_2025_01_nr063_rugi_laba_tahun_lalu,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR063_RUGI_LABA_TAHUN_LALU,RUGI/LABA TAHUN LALU,ekuitas,239506488298.0,0.0
nr_2025_01_nr064_bagian_laba_perusahaan_anak,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR064_BAGIAN_LABA_PERUSAHAAN_ANAK,BAGIAN LABA PERUSAHAAN ANAK,ekuitas,27931154070.0,45512795679.0
nr_2025_01_nr065_rugi_laba_tahun_berjalan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR065_RUGI_LABA_TAHUN_BERJALAN,RUGI/LABA TAHUN BERJALAN,ekuitas,17965440620.0,269342879777.0
nr_2025_01_nr066_total_pasiva,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR066_TOTAL_PASIVA,TOTAL PASIVA,pasiva,1084609378329.0,1213309243315.0
nr_2025_01_nr028_kendaraan_gross,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,NR028_KENDARAAN_GROSS,KENDARAAN UNTUK DISEWAKAN (GROSS),aset,7494105472.0,7442613613.0
nr_2025_01_1101,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,1101,Kas dan Setara Kas,aset,330817182084.0,448093906774.0
nr_2025_01_1102,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,1102,Piutang Bersih,aset,396440209139.0,353150306722.0
nr_2025_01_1103,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,1103,Aset Lancar Lainnya,aset,79314525056.0,98597639806.0
nr_2025_01_1104,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,1104,Aset Tidak Lancar,aset,226064939427.0,284333932903.0
nr_2025_01_1105,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,1105,Jumlah Piutang,aset,438470476210.0,360515250185.0
nr_2025_01_1106,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,1106,Total Aset Lancar,aset,830231659938.0,924192336981.0
nr_2025_01_2101,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,2101,Kewajiban Lancar,kewajiban,123155790501.0,194946313362.0
nr_2025_01_2102,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,2102,Kewajiban Jangka Panjang,kewajiban,185182763019.0,178053967434.0
nr_2025_01_3101,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,3101,Ekuitas,ekuitas,753684392359.0,808794690498.0
nr_2025_02_nr005_total_aset,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR005_TOTAL_ASET,TOTAL ASET,aset,1117125179168.0,1219384784180.0
nr_2025_02_nr006_aset_lancar,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR006_ASET_LANCAR,ASET LANCAR,aset,856254413506.0,901473153436.0
nr_2025_02_nr007_kas,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR007_KAS,KAS,aset,429839257.0,1213378103.0
nr_2025_02_nr008_bank,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR008_BANK,BANK,aset,40348720656.0,75976720652.0
nr_2025_02_nr009_deposito,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR009_DEPOSITO,DEPOSITO,aset,94720740437.0,206345084160.0
nr_2025_02_nr010_deposito_dijaminkan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR010_DEPOSITO_DIJAMINKAN,DEPOSITO YANG DI JAMINKAN,aset,182428709102.0,185698023903.0
nr_2025_02_nr011_persediaan_meterai,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR011_PERSEDIAAN_METERAI,PERSEDIAAN METERAI,aset,7687871.0,2761733.0
nr_2025_02_nr012_surat_surat_berharga,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR012_SURAT_SURAT_BERHARGA,SURAT SURAT BERHARGA,aset,0.0,0.0
nr_2025_02_nr013_piutang_captive,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR013_PIUTANG_CAPTIVE,PIUTANG CAPTIVE,aset,17228045213.0,20255004442.0
nr_2025_02_nr014_piutang_non_captive,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR014_PIUTANG_NON_CAPTIVE,PIUTANG NON CAPTIVE,aset,435163478947.0,328190283655.0
nr_2025_02_nr015_piutang_jasa_pendidikan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR015_PIUTANG_JASA_PENDIDIKAN,PIUTANG JASA PENDIDIKAN,aset,3050005960.0,2760868030.0
nr_2025_02_nr016_jumlah_piutang,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR016_JUMLAH_PIUTANG,JUMLAH PIUTANG,aset,438026297375.0,366506704520.0
nr_2025_02_nr017_penyisihan_piutang,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR017_PENYISIHAN_PIUTANG,PENYISIHAN PENGHAPUSAN PIUTANG,aset,-12384437460.0,-13533251568.0
nr_2025_02_nr018_piutang_bersih,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR018_PIUTANG_BERSIH,PIUTANG BERSIH,aset,442893964625.0,340468124875.0
nr_2025_02_nr019_piutang_lainnya,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR019_PIUTANG_LAINNYA,PIUTANG LAINNYA,aset,10623557399.0,25936463075.0
nr_2025_02_nr020_piutang_inter_company,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR020_PIUTANG_INTER_COMPANY,PIUTANG INTER COMPANY,aset,24519932.0,0.0
nr_2025_02_nr021_uang_muka,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR021_UANG_MUKA,UANG MUKA,aset,3902448581.0,2317786603.0
nr_2025_02_nr022_pajak_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR022_PAJAK_DIBAYAR_DIMUKA,PAJAK DIBAYAR DIMUKA,aset,63802498298.0,67278498520.0
nr_2025_02_nr023_biaya_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR023_BIAYA_DIBAYAR_DIMUKA,BIAYA DIBAYAR DIMUKA,aset,1274158169.0,4636563891.0
nr_2025_02_nr024_total_aktiva_lancar,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR024_TOTAL_AKTIVA_LANCAR,TOTAL AKTIVA LANCAR,aset,828303022599.0,909375252117.0
nr_2025_02_nr025_aktiva_tidak_lancar,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR025_AKTIVA_TIDAK_LANCAR,AKTIVA TIDAK LANCAR,aset,233210319679.0,285344942442.0
nr_2025_02_nr026_aset_lain_lain,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR026_ASET_LAIN_LAIN,ASET LAIN-LAIN,aset,26957035095.0,24813989889.0
nr_2025_02_nr027_investasi_asosiasi,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR027_INVESTASI_ASOSIASI,INVESTASI DALAM ENTITAS ASOSIASI,aset,15311632862.0,29305202269.0
nr_2025_02_nr028_kendaraan_disewakan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR028_KENDARAAN_DISEWAKAN,KENDARAAN UNTUK DISEWAKAN,aset,0.0,1250471372.0
nr_2025_02_nr029_akumulasi_penyusutan_kendaraan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR029_AKUMULASI_PENYUSUTAN_KENDARAAN,AKUMULASI PENYUSUTAN,aset,-6646995608.0,-6409959460.0
nr_2025_02_nr030_nilai_buku_kendaraan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR030_NILAI_BUKU_KENDARAAN,NILAI BUKU,aset,0.0,1254584949.0
nr_2025_02_nr031_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR031_ASET_TETAP,ASET TETAP,aset,185363102904.0,215448715533.0
nr_2025_02_nr032_harga_perolehan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR032_HARGA_PEROLEHAN_ASET_TETAP,HARGA PEROLEHAN AKTIVA TETAP,aset,243211990633.0,282511295893.0
nr_2025_02_nr033_akumulasi_penyusutan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR033_AKUMULASI_PENYUSUTAN_ASET_TETAP,AKUMULASI PENYUSUTAN,aset,-64059870341.0,-69503062164.0
nr_2025_02_nr034_nilai_buku_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR034_NILAI_BUKU_ASET_TETAP,NILAI BUKU,aset,191485535094.0,214991394712.0
nr_2025_02_nr035_aktiva_lain_lain,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR035_AKTIVA_LAIN_LAIN,AKTIVA LAIN-LAIN,aset,5135839314.0,7495610306.0
nr_2025_02_nr036_aset_piutang_lain,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR036_ASET_PIUTANG_LAIN,ASET PIUTANG LAIN,aset,0.0,0.0
nr_2025_02_nr037_aset_dalam_penyelesaian,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR037_ASET_DALAM_PENYELESAIAN,ASET DALAM PENYELESAIAN,aset,4960799372.0,7517633785.0
nr_2025_02_nr038_renovasi_bangunan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR038_RENOVASI_BANGUNAN,RENOVASI BANGUNAN YANG DISEWA,aset,0.0,0.0
nr_2025_02_nr039_uang_jaminan_proyek,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR039_UANG_JAMINAN_PROYEK,UANG JAMINAN PROYEK,aset,107060747.0,108575685.0
nr_2025_02_nr040_jaminan_bank_garansi,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR040_JAMINAN_BANK_GARANSI,JAMINAN BANK GARANSI,aset,20266137.0,21458841.0
nr_2025_02_nr041_total_aktiva,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR041_TOTAL_AKTIVA,TOTAL AKTIVA,aset,1040963407816.0,1176959524329.0
nr_2025_02_nr042_total_pasiva_section,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR042_TOTAL_PASIVA_SECTION,TOTAL PASIVA,pasiva,1103229446135.0,1180784342108.0
nr_2025_02_nr043_kewajiban_lancar,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR043_KEWAJIBAN_LANCAR,KEWAJIBAN LANCAR,kewajiban,137664351262.0,198160283167.0
nr_2025_02_nr044_hutang_pajak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR044_HUTANG_PAJAK,HUTANG PAJAK,kewajiban,5621641813.0,44869017858.0
nr_2025_02_nr045_bpjs_dplk,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR045_BPJS_DPLK,BY YMH DIBAYAR BPJS DAN DPLK,kewajiban,11245082642.0,15581016641.0
nr_2025_02_nr046_hutang_dividen,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR046_HUTANG_DIVIDEN,HUTANG DIVIDEN,kewajiban,0.0,0.0
nr_2025_02_nr047_biaya_masih_harus_dibayar,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR047_BIAYA_MASIH_HARUS_DIBAYAR,BIAYA YANG MASIH HARUS DIBAYAR,kewajiban,71999626267.0,70180286808.0
nr_2025_02_nr048_pinjaman_modal_kerja,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR048_PINJAMAN_MODAL_KERJA,PINJAMAN MODAL KERJA,kewajiban,0.0,0.0
nr_2025_02_nr049_pinjaman_pemegang_saham,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR049_PINJAMAN_PEMEGANG_SAHAM,PINJAMAN KE PEMEGANG SAHAM,kewajiban,0.0,0.0
nr_2025_02_nr050_kewajiban_lancar_lainnya,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR050_KEWAJIBAN_LANCAR_LAINNYA,KEWAJIBAN LANCAR LAINNYA,kewajiban,45704810417.0,69910026062.0
nr_2025_02_nr051_total_kewajiban_lancar,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR051_TOTAL_KEWAJIBAN_LANCAR,TOTAL KEWAJIBAN LANCAR,kewajiban,137786965901.0,195445781580.0
nr_2025_02_nr053_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR053_KEWAJIBAN_JANGKA_PANJANG,KEWAJIBAN JANGKA PANJANG,kewajiban,185494884982.0,177146042402.0
nr_2025_02_nr054_pinjaman_ki_bri,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR054_PINJAMAN_KI_BANK,PINJAMAN KI DARI BANK,kewajiban,0.0,0.0
nr_2025_02_nr055_kewajiban_imbalan_pasca_kerja,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR055_KEWAJIBAN_IMBALAN_PASCA_KERJA,KEWAJIBAN IMBALAN PASCA KERJA,kewajiban,184824434425.0,185153080391.0
nr_2025_02_nr056_total_kewajiban_jangka_panjang,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR056_TOTAL_KEWAJIBAN_JANGKA_PANJANG,TOTAL KEWAJIBAN JANGKA PANJANG,kewajiban,180627996358.0,179395705613.0
nr_2025_02_nr057_ekuitas,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR057_EKUITAS,EKUITAS,ekuitas,745215989567.0,821989295035.0
nr_2025_02_nr058_cadangan_risiko_umum,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR058_CADANGAN_RISIKO_UMUM,CADANGAN RISIKO UMUM,ekuitas,26903874325.0,30313151645.0
nr_2025_02_nr059_modal_saham,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR059_MODAL_SAHAM,MODAL SAHAM,ekuitas,9466565515.0,9546221657.0
nr_2025_02_nr060_laba_ditahan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR060_LABA_DITAHAN,LABA DITAHAN,ekuitas,436962395037.0,450141825512.0
nr_2025_02_nr061_laba_setelah_pajak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR061_LABA_SETELAH_PAJAK,LABA SETELAH PAJAK,ekuitas,0.0,0.0
nr_2025_02_nr062_total_ekuitas_sebelum_rl,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR062_TOTAL_EKUITAS_SEBELUM_RL,TOTAL EKUITAS SBLM R/L BERJALAN,ekuitas,443689647749.0,496639380777.0
nr_2025_02_nr063_rugi_laba_tahun_lalu,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR063_RUGI_LABA_TAHUN_LALU,RUGI/LABA TAHUN LALU,ekuitas,237147289260.0,0.0
nr_2025_02_nr064_bagian_laba_perusahaan_anak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR064_BAGIAN_LABA_PERUSAHAAN_ANAK,BAGIAN LABA PERUSAHAAN ANAK,ekuitas,27809479046.0,45865808978.0
nr_2025_02_nr065_rugi_laba_tahun_berjalan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR065_RUGI_LABA_TAHUN_BERJALAN,RUGI/LABA TAHUN BERJALAN,ekuitas,35098406681.0,270326292940.0
nr_2025_02_nr066_total_pasiva,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR066_TOTAL_PASIVA,TOTAL PASIVA,pasiva,1049761690706.0,1183986895980.0
nr_2025_02_nr028_kendaraan_gross,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,NR028_KENDARAAN_GROSS,KENDARAAN UNTUK DISEWAKAN (GROSS),aset,6611940676.0,7493144582.0
nr_2025_02_1101,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,1101,Kas dan Setara Kas,aset,333222590893.0,460105884858.0
nr_2025_02_1102,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,1102,Piutang Bersih,aset,426353221356.0,346473431192.0
nr_2025_02_1103,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,1103,Aset Lancar Lainnya,aset,80299026595.0,102195860134.0
nr_2025_02_1104,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,1104,Aset Tidak Lancar,aset,232356281985.0,285461570475.0
nr_2025_02_1105,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,1105,Jumlah Piutang,aset,468354976548.0,363124008125.0
nr_2025_02_1106,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,1106,Total Aset Lancar,aset,845523419975.0,885075890269.0
nr_2025_02_2101,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,2101,Kewajiban Lancar,kewajiban,139067329623.0,202072363520.0
nr_2025_02_2102,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,2102,Kewajiban Jangka Panjang,kewajiban,186659971455.0,182102269215.0
nr_2025_02_3101,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,3101,Ekuitas,ekuitas,731582097446.0,825106555147.0
nr_2025_03_nr005_total_aset,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR005_TOTAL_ASET,TOTAL ASET,aset,993316570599.0,1217495984794.0
nr_2025_03_nr006_aset_lancar,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR006_ASET_LANCAR,ASET LANCAR,aset,759431642241.0,881910150354.0
nr_2025_03_nr007_kas,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR007_KAS,KAS,aset,392131545.0,1249697875.0
nr_2025_03_nr008_bank,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR008_BANK,BANK,aset,56010281180.0,73399410473.0
nr_2025_03_nr009_deposito,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR009_DEPOSITO,DEPOSITO,aset,69419420267.0,199546870213.0
nr_2025_03_nr010_deposito_dijaminkan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR010_DEPOSITO_DIJAMINKAN,DEPOSITO YANG DI JAMINKAN,aset,183576086037.0,182480362433.0
nr_2025_03_nr011_persediaan_meterai,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR011_PERSEDIAAN_METERAI,PERSEDIAAN METERAI,aset,5373291.0,2625372.0
nr_2025_03_nr012_surat_surat_berharga,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR012_SURAT_SURAT_BERHARGA,SURAT SURAT BERHARGA,aset,0.0,0.0
nr_2025_03_nr013_piutang_captive,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR013_PIUTANG_CAPTIVE,PIUTANG CAPTIVE,aset,12196485453.0,21160511256.0
nr_2025_03_nr014_piutang_non_captive,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR014_PIUTANG_NON_CAPTIVE,PIUTANG NON CAPTIVE,aset,445932506095.0,326083525983.0
nr_2025_03_nr015_piutang_jasa_pendidikan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR015_PIUTANG_JASA_PENDIDIKAN,PIUTANG JASA PENDIDIKAN,aset,1234260053.0,2688313750.0
nr_2025_03_nr016_jumlah_piutang,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR016_JUMLAH_PIUTANG,JUMLAH PIUTANG,aset,442841764112.0,361333361563.0
nr_2025_03_nr017_penyisihan_piutang,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR017_PENYISIHAN_PIUTANG,PENYISIHAN PENGHAPUSAN PIUTANG,aset,-22675729467.0,-13886262422.0
nr_2025_03_nr018_piutang_bersih,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR018_PIUTANG_BERSIH,PIUTANG BERSIH,aset,421557864585.0,354526745280.0
nr_2025_03_nr019_piutang_lainnya,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR019_PIUTANG_LAINNYA,PIUTANG LAINNYA,aset,31683564644.0,25811812523.0
nr_2025_03_nr020_piutang_inter_company,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR020_PIUTANG_INTER_COMPANY,PIUTANG INTER COMPANY,aset,24046363.0,0.0
nr_2025_03_nr021_uang_muka,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR021_UANG_MUKA,UANG MUKA,aset,2025495987.0,2405708419.0
nr_2025_03_nr022_pajak_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR022_PAJAK_DIBAYAR_DIMUKA,PAJAK DIBAYAR DIMUKA,aset,13725864379.0,67380044560.0
nr_2025_03_nr023_biaya_dibayar_dimuka,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR023_BIAYA_DIBAYAR_DIMUKA,BIAYA DIBAYAR DIMUKA,aset,1313967604.0,4496257108.0
nr_2025_03_nr024_total_aktiva_lancar,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR024_TOTAL_AKTIVA_LANCAR,TOTAL AKTIVA LANCAR,aset,780217490086.0,885444063400.0
nr_2025_03_nr025_aktiva_tidak_lancar,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR025_AKTIVA_TIDAK_LANCAR,AKTIVA TIDAK LANCAR,aset,243374132706.0,282067446704.0
nr_2025_03_nr026_aset_lain_lain,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR026_ASET_LAIN_LAIN,ASET LAIN-LAIN,aset,27562547867.0,25295031078.0
nr_2025_03_nr027_investasi_asosiasi,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR027_INVESTASI_ASOSIASI,INVESTASI DALAM ENTITAS ASOSIASI,aset,34035801121.0,28964221724.0
nr_2025_03_nr028_kendaraan_disewakan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR028_KENDARAAN_DISEWAKAN,KENDARAAN UNTUK DISEWAKAN,aset,0.0,1261317690.0
nr_2025_03_nr029_akumulasi_penyusutan_kendaraan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR029_AKUMULASI_PENYUSUTAN_KENDARAAN,AKUMULASI PENYUSUTAN,aset,-6776121406.0,-6400082826.0
nr_2025_03_nr030_nilai_buku_kendaraan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR030_NILAI_BUKU_KENDARAAN,NILAI BUKU,aset,0.0,1212312442.0
nr_2025_03_nr031_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR031_ASET_TETAP,ASET TETAP,aset,180587417765.0,214564249834.0
nr_2025_03_nr032_harga_perolehan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR032_HARGA_PEROLEHAN_ASET_TETAP,HARGA PEROLEHAN AKTIVA TETAP,aset,258985142668.0,295642218038.0
nr_2025_03_nr033_akumulasi_penyusutan_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR033_AKUMULASI_PENYUSUTAN_ASET_TETAP,AKUMULASI PENYUSUTAN,aset,-68945470795.0,-72087740331.0
nr_2025_03_nr034_nilai_buku_aset_tetap,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,NR034_NILAI_BUKU_ASET_TETAP,NILAI BUKU,aset,183392443268.0,223781624634.0
