id,snapshot_id,period,period_type,year,month,segment,component_name,category,actual,target
cm_2025_02_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,58176868.0,145543279.0
cm_2025_02_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,288466612.0,716079086.0
cm_2025_02_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,843621573.0,2172859097.0
cm_2025_02_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,3473200.0,8673569.0
cm_2025_03_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,386775381.0,885944039.0
cm_2025_03_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,38125463.0,92992882.0
cm_2025_03_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,98011547.0,228536482.0
cm_2025_03_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,262787787.0,666495869.0
cm_2025_03_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1060022085.0,2648785841.0
cm_2025_03_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,9175749.0,22486950.0
cm_2025_04_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,192535543.0,1252545763.0
cm_2025_04_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,33056897.0,196925908.0
cm_2025_04_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,20443588.0,121283309.0
cm_2025_04_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,125659866.0,798337818.0
cm_2025_04_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,352084856.0,2221617848.0
cm_2025_04_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2025_05_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,1689337713.0,2772029219.0
cm_2025_05_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,51006374.0,78650485.0
cm_2025_05_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,79891549.0,128672573.0
cm_2025_05_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,280038528.0,448768874.0
cm_2025_05_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,647498023.0,1070687589.0
cm_2025_05_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,17557090.0,30436191.0
cm_2025_06_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,1870566185.0,1965495528.0
cm_2025_06_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,300645604.0,306009694.0
cm_2025_06_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,246694918.0,282024189.0
cm_2025_06_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,130637101.0,132740498.0
cm_2025_06_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1823173050.0,1947279609.0
cm_2025_06_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2025_07_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,1296058980.0,1745864313.0
cm_2025_07_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,211908545.0,299776254.0
cm_2025_07_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,231154291.0,314635448.0
cm_2025_07_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,249011758.0,347708333.0
cm_2025_07_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1399006679.0,1860718640.0
cm_2025_07_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,5375552.0,7873083.0
cm_2025_08_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,867504860.0,1368548468.0
cm_2025_08_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,68361644.0,108527810.0
cm_2025_08_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,184313065.0,282169329.0
cm_2025_08_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,26549214.0,42823885.0
cm_2025_08_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1761025529.0,2617631190.0
cm_2025_08_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-08,monthly,2025,8.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,28907565.0,43849467.0
cm_2025_09_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-09,monthly,2025,9.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,1277237146.0,1588280107.0
cm_2025_09_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-09,monthly,2025,9.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,154212521.0,185743407.0
cm_2025_09_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-09,monthly,2025,9.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,39534769.0,47553301.0
cm_2025_09_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-09,monthly,2025,9.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,341903581.0,396450358.0
cm_2025_09_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-09,monthly,2025,9.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1835194911.0,2313036747.0
cm_2025_09_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-09,monthly,2025,9.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2025_10_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-10,monthly,2025,10.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,1098545817.0,1626687276.0
cm_2025_10_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-10,monthly,2025,10.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,45210129.0,64980681.0
cm_2025_10_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-10,monthly,2025,10.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,124397758.0,177090329.0
cm_2025_10_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-10,monthly,2025,10.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,235457532.0,348998179.0
cm_2025_10_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-10,monthly,2025,10.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1533808440.0,2363099022.0
cm_2025_10_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-10,monthly,2025,10.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2025_11_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-11,monthly,2025,11.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,1248783522.0,2064288428.0
cm_2025_11_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-11,monthly,2025,11.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,126302436.0,194011669.0
cm_2025_11_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-11,monthly,2025,11.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,220824800.0,355894127.0
cm_2025_11_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-11,monthly,2025,11.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,95941015.0,160499365.0
cm_2025_11_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-11,monthly,2025,11.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1163412692.0,1769091938.0
cm_2025_11_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-11,monthly,2025,11.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2025_12_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-12,monthly,2025,12.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,830953276.0,1307335956.0
cm_2025_12_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-12,monthly,2025,12.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,46335112.0,71079356.0
cm_2025_12_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-12,monthly,2025,12.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,55840041.0,90112229.0
cm_2025_12_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2025-12,monthly,2025,12.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,213104486.0,324681739.0
cm_2025_12_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025-12,monthly,2025,12.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1715083032.0,2817499115.0
cm_2025_12_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2025-12,monthly,2025,12.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2026_01_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-01,monthly,2026,1.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,597076431.0,1027218049.0
cm_2026_01_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-01,monthly,2026,1.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,130481376.0,238605820.0
cm_2026_01_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2026-01,monthly,2026,1.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,173485333.0,311682564.0
cm_2026_01_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2026-01,monthly,2026,1.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,127145905.0,221751310.0
cm_2026_01_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-01,monthly,2026,1.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,1002609127.0,1865804846.0
cm_2026_01_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2026-01,monthly,2026,1.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2026_02_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-02,monthly,2026,2.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,1107781613.0,1880328130.0
cm_2026_02_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-02,monthly,2026,2.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,61048496.0,109511478.0
cm_2026_02_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2026-02,monthly,2026,2.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,32476147.0,57487184.0
cm_2026_02_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2026-02,monthly,2026,2.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,71656028.0,126547359.0
cm_2026_02_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-02,monthly,2026,2.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,803670042.0,1417790017.0
cm_2026_02_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2026-02,monthly,2026,2.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2026_03_mpo_rab_jasa_head_hunter_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-03,monthly,2026,3.0,MPO - RAB,Jasa Head Hunter Klien,pendapatan,430695002.0,961612604.0
cm_2026_03_mpo_rab_jasa_assessment_dan_psikotest_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-03,monthly,2026,3.0,MPO - RAB,Jasa Assessment dan Psikotest Klien,pendapatan,19086827.0,40604511.0
cm_2026_03_mpo_rab_jasa_head_hunter_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2026-03,monthly,2026,3.0,MPO - RAB,Jasa Head Hunter Non Captive,pendapatan,6117509.0,14291664.0
cm_2026_03_mpo_rab_jasa_assessment_dan_psikotest_non_captive_pendapatan,snapshot_istantoro_2022_mar_2026,2026-03,monthly,2026,3.0,MPO - RAB,Jasa Assessment dan Psikotest Non Captive,pendapatan,253019702.0,578840649.0
cm_2026_03_mpo_rab_bflp_bbop_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2026-03,monthly,2026,3.0,MPO - RAB,BFLP - BBOP Klien,pendapatan,934409153.0,2032690744.0
cm_2026_03_mpo_rab_jasa_layanan_dan_ops_rekrutmen_pendapatan,snapshot_istantoro_2022_mar_2026,2026-03,monthly,2026,3.0,MPO - RAB,Jasa Layanan dan Ops Rekrutmen,pendapatan,0.0,0.0
cm_2022_bpo_other_managed_services_qa_e_arsip_eo_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,"Other Managed Services (QA, E-Arsip, EO)",pendapatan,16382648266.0,11760052192.0
cm_2022_bpo_managed_services_collection_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Managed Services Collection,pendapatan,34430185925.0,24542446723.0
cm_2022_bpo_managed_services_sales_kpr_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Managed Services Sales - KPR,pendapatan,8146367131.0,5988109616.0
cm_2022_bpo_managed_services_sales_briguna_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Managed Services Sales - Klien Pinjaman,pendapatan,7741402497.0,5750072988.0
cm_2022_bpo_managed_services_sales_funding_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Managed Services Sales - Funding,pendapatan,733226756.0,516000420.0
cm_2022_bpo_managed_services_sales_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Managed Services Sales - Lainnya,pendapatan,484451869.0,375306856.0
cm_2022_bpo_borongan_kendaraan_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Borongan Kendaraan,pendapatan,1315088162.0,950447919.0
cm_2022_bpo_tenaga_kerja_borongan_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Tenaga Kerja Borongan,pendapatan,74931369185.0,59426711108.0
cm_2022_bpo_borongan_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Borongan Lainnya,pendapatan,3627947021.0,2697533148.0
cm_2022_bpo_perawatan_atm_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Perawatan ATM,pendapatan,101440126.0,75900172.0
cm_2022_bpo_borongan_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Borongan Klien,pendapatan,0.0,0.0
cm_2022_bpo_facility_services_pendapatan,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,BPO,Facility Services,pendapatan,7889724895.0,5709783905.0
cm_2023_bpo_other_managed_services_qa_e_arsip_eo_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,"Other Managed Services (QA, E-Arsip, EO)",pendapatan,11553038284.0,6739472688.0
cm_2023_bpo_managed_services_collection_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Managed Services Collection,pendapatan,44667287589.0,27523156032.0
cm_2023_bpo_managed_services_sales_kpr_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Managed Services Sales - KPR,pendapatan,31475415046.0,19247041375.0
cm_2023_bpo_managed_services_sales_briguna_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Managed Services Sales - Klien Pinjaman,pendapatan,26625130980.0,16064412531.0
cm_2023_bpo_managed_services_sales_funding_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Managed Services Sales - Funding,pendapatan,19378195099.0,11532468830.0
cm_2023_bpo_managed_services_sales_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Managed Services Sales - Lainnya,pendapatan,103390022.0,64705979.0
cm_2023_bpo_borongan_kendaraan_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Borongan Kendaraan,pendapatan,681364268.0,436175681.0
cm_2023_bpo_tenaga_kerja_borongan_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Tenaga Kerja Borongan,pendapatan,161952005315.0,93434843533.0
cm_2023_bpo_borongan_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Borongan Lainnya,pendapatan,14705075804.0,8613616997.0
cm_2023_bpo_perawatan_atm_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Perawatan ATM,pendapatan,0.0,0.0
cm_2023_bpo_borongan_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Borongan Klien,pendapatan,0.0,0.0
cm_2023_bpo_facility_services_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,Facility Services,pendapatan,16839616068.0,9844267769.0
cm_2024_bpo_other_managed_services_qa_e_arsip_eo_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,"Other Managed Services (QA, E-Arsip, EO)",pendapatan,11880950261.0,7466981134.0
cm_2024_bpo_managed_services_collection_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Managed Services Collection,pendapatan,63667298104.0,38488478499.0
cm_2024_bpo_managed_services_sales_kpr_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Managed Services Sales - KPR,pendapatan,30378739518.0,17645298226.0
cm_2024_bpo_managed_services_sales_briguna_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Managed Services Sales - Klien Pinjaman,pendapatan,40440624609.0,25099868997.0
cm_2024_bpo_managed_services_sales_funding_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Managed Services Sales - Funding,pendapatan,9973313612.0,5957226907.0
cm_2024_bpo_managed_services_sales_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Managed Services Sales - Lainnya,pendapatan,11820410.0,7597940.0
cm_2024_bpo_borongan_kendaraan_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Borongan Kendaraan,pendapatan,365941182.0,226987558.0
cm_2024_bpo_tenaga_kerja_borongan_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Tenaga Kerja Borongan,pendapatan,136149205318.0,83572805872.0
cm_2024_bpo_borongan_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Borongan Lainnya,pendapatan,20810177262.0,12796418076.0
cm_2024_bpo_perawatan_atm_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Perawatan ATM,pendapatan,0.0,0.0
cm_2024_bpo_borongan_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Borongan Klien,pendapatan,0.0,0.0
cm_2024_bpo_facility_services_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,Facility Services,pendapatan,4008224652.0,2440145336.0
cm_2025_bpo_other_managed_services_qa_e_arsip_eo_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,"Other Managed Services (QA, E-Arsip, EO)",pendapatan,34576395661.0,66355364756.0
cm_2025_bpo_managed_services_collection_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Managed Services Collection,pendapatan,25923749362.0,50626363254.0
cm_2025_bpo_managed_services_sales_kpr_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Managed Services Sales - KPR,pendapatan,24136904963.0,47063307009.0
cm_2025_bpo_managed_services_sales_briguna_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Managed Services Sales - Klien Pinjaman,pendapatan,18653623602.0,36105526420.0
cm_2025_bpo_managed_services_sales_funding_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Managed Services Sales - Funding,pendapatan,14442769.0,27204071.0
cm_2025_bpo_managed_services_sales_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Managed Services Sales - Lainnya,pendapatan,11351928.0,20890778.0
cm_2025_bpo_borongan_kendaraan_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Borongan Kendaraan,pendapatan,186258784.0,379267192.0
cm_2025_bpo_tenaga_kerja_borongan_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Tenaga Kerja Borongan,pendapatan,114807689102.0,230792207084.0
cm_2025_bpo_borongan_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Borongan Lainnya,pendapatan,10489088916.0,21564759524.0
cm_2025_bpo_perawatan_atm_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Perawatan ATM,pendapatan,0.0,0.0
cm_2025_bpo_borongan_bri_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Borongan Klien,pendapatan,0.0,0.0
cm_2025_bpo_facility_services_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,Facility Services,pendapatan,1157331280.0,2265818974.0
