id,snapshot_id,period,period_type,year,month,segment,category,actual,target
fm_2025_02_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - DIKLAT,pendapatan,2613507206.0,2160309593.0
fm_2025_02_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - DIKLAT,beban_operasional,2735458331.0,1864752786.0
fm_2025_02_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - DIKLAT,pendapatan_non_operasional,11295517.0,8040932.0
fm_2025_02_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - DIKLAT,beban_non_operasional,159955.0,393562.0
fm_2025_02_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - DIKLAT,laba_usaha,28518345.0,293906993.0
fm_2025_02_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - DIKLAT,laba_sebelum_pajak,38336270.0,297313656.0
fm_2025_02_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - TRAINING,pendapatan,560003778.0,734555958.0
fm_2025_02_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - TRAINING,beban_operasional,666046206.0,546415737.0
fm_2025_02_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - TRAINING,pendapatan_non_operasional,2279123.0,2755487.0
fm_2025_02_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - TRAINING,beban_non_operasional,33486.0,137502.0
fm_2025_02_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - TRAINING,laba_usaha,-142434809.0,218121522.0
fm_2025_02_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,KPO - TRAINING,laba_sebelum_pajak,-129404925.0,217173117.0
fm_2025_03_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,pendapatan,412973218571.0,294142183451.0
fm_2025_03_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,beban_operasional,381834935129.0,282640285541.0
fm_2025_03_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,pendapatan_non_operasional,1389956440.0,1127578344.0
fm_2025_03_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,beban_non_operasional,42554184.0,54758035.0
fm_2025_03_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,laba_usaha,21911925307.0,25133224048.0
fm_2025_03_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,laba_sebelum_pajak,24127729834.0,27224893750.0
fm_2025_03_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,pendapatan,1950575189.0,4592544689.0
fm_2025_03_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,beban_operasional,468949391.0,1967610106.0
fm_2025_03_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,pendapatan_non_operasional,6024817.0,17348238.0
fm_2025_03_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,beban_non_operasional,179977.0,852131.0
fm_2025_03_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,laba_usaha,1366274792.0,2541771572.0
fm_2025_03_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - RAB,laba_sebelum_pajak,1486852197.0,2582628870.0
fm_2025_03_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,BPO,pendapatan,24201162955.0,37508506575.0
fm_2025_03_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,BPO,beban_operasional,21639724374.0,31575714544.0
fm_2025_03_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,BPO,pendapatan_non_operasional,72743782.0,137587879.0
fm_2025_03_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,BPO,beban_non_operasional,2239563.0,7025311.0
fm_2025_03_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,BPO,laba_usaha,1957180211.0,7072641968.0
fm_2025_03_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,BPO,laba_sebelum_pajak,2064443806.0,7257992384.0
fm_2025_03_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - DIKLAT,pendapatan,1127808779.0,2147683592.0
fm_2025_03_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - DIKLAT,beban_operasional,856551610.0,1914834577.0
fm_2025_03_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - DIKLAT,pendapatan_non_operasional,3498846.0,7870703.0
fm_2025_03_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - DIKLAT,beban_non_operasional,101688.0,406588.0
fm_2025_03_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - DIKLAT,laba_usaha,244002716.0,283131610.0
fm_2025_03_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - DIKLAT,laba_sebelum_pajak,266090651.0,295433161.0
fm_2025_03_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - TRAINING,pendapatan,574227692.0,759867739.0
fm_2025_03_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - TRAINING,beban_operasional,528835308.0,522413705.0
fm_2025_03_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - TRAINING,pendapatan_non_operasional,1733334.0,2729741.0
fm_2025_03_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - TRAINING,beban_non_operasional,56430.0,138972.0
fm_2025_03_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - TRAINING,laba_usaha,11453837.0,215739674.0
fm_2025_03_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,KPO - TRAINING,laba_sebelum_pajak,13331923.0,217391826.0
fm_2025_04_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,pendapatan,254577588090.0,304565875607.0
fm_2025_04_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,beban_operasional,241855198259.0,276079116624.0
fm_2025_04_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,pendapatan_non_operasional,969158790.0,1102339724.0
fm_2025_04_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,beban_non_operasional,38002411.0,54793841.0
fm_2025_04_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,laba_usaha,16381821736.0,25198462849.0
fm_2025_04_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,laba_sebelum_pajak,16511479764.0,27408566599.0
fm_2025_04_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,pendapatan,738517573.0,4582509449.0
fm_2025_04_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,beban_operasional,245673015.0,1951986026.0
fm_2025_04_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,pendapatan_non_operasional,2874730.0,16909068.0
fm_2025_04_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,beban_non_operasional,119995.0,860106.0
fm_2025_04_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,laba_usaha,519946050.0,2542032710.0
fm_2025_04_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - RAB,laba_sebelum_pajak,518109717.0,2625651989.0
fm_2025_04_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,BPO,pendapatan,16388849148.0,38096662570.0
fm_2025_04_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,BPO,beban_operasional,15152734355.0,31328323666.0
fm_2025_04_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,BPO,pendapatan_non_operasional,62860941.0,137456898.0
fm_2025_04_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,BPO,beban_non_operasional,2567708.0,7152177.0
fm_2025_04_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,BPO,laba_usaha,1808799140.0,7143522274.0
fm_2025_04_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,BPO,laba_sebelum_pajak,1769719324.0,7125282849.0
fm_2025_04_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - DIKLAT,pendapatan,754234017.0,2193810782.0
fm_2025_04_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - DIKLAT,beban_operasional,667326181.0,1926246320.0
fm_2025_04_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - DIKLAT,pendapatan_non_operasional,2815526.0,8159186.0
fm_2025_04_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - DIKLAT,beban_non_operasional,111986.0,390005.0
fm_2025_04_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - DIKLAT,laba_usaha,67607788.0,290930073.0
fm_2025_04_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - DIKLAT,laba_sebelum_pajak,69662605.0,299168495.0
fm_2025_04_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - TRAINING,pendapatan,812637853.0,743152552.0
fm_2025_04_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - TRAINING,beban_operasional,563570851.0,541192737.0
fm_2025_04_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - TRAINING,pendapatan_non_operasional,3089212.0,2847136.0
fm_2025_04_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - TRAINING,beban_non_operasional,123145.0,140645.0
fm_2025_04_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - TRAINING,laba_usaha,291048364.0,212300489.0
fm_2025_04_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,KPO - TRAINING,laba_sebelum_pajak,280543584.0,210563857.0
fm_2025_05_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,pendapatan,265096609174.0,309820488556.0
fm_2025_05_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,beban_operasional,245267449404.0,280972613773.0
fm_2025_05_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,pendapatan_non_operasional,728982622.0,1093803757.0
fm_2025_05_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,beban_non_operasional,140615803.0,56702378.0
fm_2025_05_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,laba_usaha,18360369309.0,26259374725.0
fm_2025_05_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,laba_sebelum_pajak,20703121487.0,26783169999.0
fm_2025_05_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,pendapatan,2784225376.0,4584666269.0
fm_2025_05_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,beban_operasional,1926283427.0,1951768210.0
fm_2025_05_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,pendapatan_non_operasional,8089012.0,16494957.0
fm_2025_05_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,beban_non_operasional,1629021.0,829344.0
fm_2025_05_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,laba_usaha,944150497.0,2643200211.0
fm_2025_05_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - RAB,laba_sebelum_pajak,958975110.0,2534499188.0
fm_2025_05_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,BPO,pendapatan,22367387786.0,37702753853.0
fm_2025_05_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,BPO,beban_operasional,19862885421.0,30930074153.0
fm_2025_05_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,BPO,pendapatan_non_operasional,57598328.0,141867176.0
fm_2025_05_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,BPO,beban_non_operasional,12193054.0,7172212.0
fm_2025_05_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,BPO,laba_usaha,1435301799.0,6898798605.0
fm_2025_05_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,BPO,laba_sebelum_pajak,1450649907.0,7032370306.0
fm_2025_05_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - DIKLAT,pendapatan,1877910439.0,2199125164.0
fm_2025_05_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - DIKLAT,beban_operasional,1682864691.0,1873237420.0
fm_2025_05_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - DIKLAT,pendapatan_non_operasional,5199815.0,7925814.0
fm_2025_05_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - DIKLAT,beban_non_operasional,1097605.0,397172.0
fm_2025_05_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - DIKLAT,laba_usaha,107337835.0,283363902.0
fm_2025_05_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - DIKLAT,laba_sebelum_pajak,115651293.0,291493204.0
fm_2025_05_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - TRAINING,pendapatan,1171943430.0,746477858.0
fm_2025_05_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - TRAINING,beban_operasional,990937644.0,531026628.0
fm_2025_05_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - TRAINING,pendapatan_non_operasional,3174470.0,2843885.0
fm_2025_05_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - TRAINING,beban_non_operasional,646473.0,136011.0
fm_2025_05_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - TRAINING,laba_usaha,159413978.0,213958124.0
fm_2025_05_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,KPO - TRAINING,laba_sebelum_pajak,160776795.0,217276929.0
fm_2025_06_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,pendapatan,269922461121.0,292267101831.0
fm_2025_06_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,beban_operasional,249396704991.0,278075235238.0
fm_2025_06_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,pendapatan_non_operasional,1242930829.0,1097387252.0
fm_2025_06_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,beban_non_operasional,299745948.0,56835870.0
fm_2025_06_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,laba_usaha,19950076339.0,25147698371.0
fm_2025_06_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,laba_sebelum_pajak,20841704486.0,26615888305.0
fm_2025_06_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,pendapatan,4380624262.0,4446254238.0
fm_2025_06_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,beban_operasional,816845055.0,2022209474.0
fm_2025_06_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,pendapatan_non_operasional,19871843.0,16949935.0
fm_2025_06_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,beban_non_operasional,4814937.0,842420.0
fm_2025_06_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,laba_usaha,3583472337.0,2528594386.0
fm_2025_06_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - RAB,laba_sebelum_pajak,3407648216.0,2651313204.0
fm_2025_06_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,BPO,pendapatan,16887330256.0,37420343463.0
fm_2025_06_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,BPO,beban_operasional,14936265445.0,31863466982.0
fm_2025_06_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,BPO,pendapatan_non_operasional,78916578.0,139045334.0
fm_2025_06_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,BPO,beban_non_operasional,17927594.0,6866138.0
fm_2025_06_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,BPO,laba_usaha,1526445696.0,6769372043.0
fm_2025_06_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,BPO,laba_sebelum_pajak,1598004385.0,7085650336.0
fm_2025_06_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - DIKLAT,pendapatan,1402712709.0,2176663177.0
fm_2025_06_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - DIKLAT,beban_operasional,1334355559.0,1829671098.0
fm_2025_06_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - DIKLAT,pendapatan_non_operasional,6255165.0,8192206.0
fm_2025_06_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - DIKLAT,beban_non_operasional,1502890.0,397192.0
fm_2025_06_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - DIKLAT,laba_usaha,114543338.0,290028278.0
fm_2025_06_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - DIKLAT,laba_sebelum_pajak,114330057.0,296208585.0
fm_2025_06_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - TRAINING,pendapatan,719435507.0,742105845.0
fm_2025_06_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - TRAINING,beban_operasional,593899955.0,535531945.0
fm_2025_06_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - TRAINING,pendapatan_non_operasional,3514406.0,2717419.0
fm_2025_06_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - TRAINING,beban_non_operasional,798248.0,134526.0
fm_2025_06_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - TRAINING,laba_usaha,156625026.0,217550620.0
fm_2025_06_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,KPO - TRAINING,laba_sebelum_pajak,150800557.0,221336271.0
fm_2025_07_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,pendapatan,240860631460.0,298773931708.0
fm_2025_07_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,beban_operasional,227177171690.0,271585360137.0
fm_2025_07_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,pendapatan_non_operasional,878224700.0,1128672159.0
fm_2025_07_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,beban_non_operasional,313594031.0,55003024.0
fm_2025_07_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,laba_usaha,26279610139.0,24957685841.0
fm_2025_07_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,laba_sebelum_pajak,27513688940.0,26200996041.0
fm_2025_07_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,pendapatan,3330064077.0,4618781029.0
fm_2025_07_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,beban_operasional,2074130967.0,1982392147.0
fm_2025_07_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,pendapatan_non_operasional,11872384.0,16466825.0
fm_2025_07_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,beban_non_operasional,3985022.0,823654.0
fm_2025_07_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,laba_usaha,1205727270.0,2554139033.0
fm_2025_07_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - RAB,laba_sebelum_pajak,1169131370.0,2639077786.0
fm_2025_07_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,BPO,pendapatan,16149389878.0,36985749204.0
fm_2025_07_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,BPO,beban_operasional,16519960063.0,30381001321.0
fm_2025_07_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,BPO,pendapatan_non_operasional,60783443.0,144096756.0
fm_2025_07_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,BPO,beban_non_operasional,21205954.0,6861041.0
fm_2025_07_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,BPO,laba_usaha,1154048842.0,7026806299.0
fm_2025_07_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,BPO,laba_sebelum_pajak,1163370277.0,6986050124.0
fm_2025_07_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - DIKLAT,pendapatan,2093760878.0,2116117619.0
fm_2025_07_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - DIKLAT,beban_operasional,1853686718.0,1849674327.0
fm_2025_07_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - DIKLAT,pendapatan_non_operasional,7557903.0,8166452.0
fm_2025_07_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - DIKLAT,beban_non_operasional,2716973.0,406809.0
fm_2025_07_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - DIKLAT,laba_usaha,271362892.0,295342455.0
fm_2025_07_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - DIKLAT,laba_sebelum_pajak,265960666.0,295431310.0
fm_2025_07_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - TRAINING,pendapatan,751721425.0,754080018.0
fm_2025_07_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,KPO - TRAINING,beban_operasional,684712295.0,524176800.0
